source,line,section,value,category,rule,evidence,context
figures/README_fragments.md,331,"Paddy rice across the four provinces, 2018",35,neither,no resolver and no exemption,,"where at least 35 percent of it is rice, which is the value at which the drawn"
figures/README_fragments.md,332,"Paddy rice across the four provinces, 2018",1.06,unresolved,"equals a resolver's value, written unmarked",rice.drawn_over_true,"area equals the true area. Measured, the inked total is 1.06 of the"
figures/README_fragments.md,333,"Paddy rice across the four provinces, 2018","50,042",measured,inline resolver,rice.total_km2,"50,042<!--#rice.total_km2--> km2 the provincial totals record, against 0.73 to"
figures/README_fragments.md,333,"Paddy rice across the four provinces, 2018",0.73,neither,no resolver and no exemption,,"50,042<!--#rice.total_km2--> km2 the provincial totals record, against 0.73 to"
figures/README_fragments.md,334,"Paddy rice across the four provinces, 2018",1.31,neither,no resolver and no exemption,,1.31 for the urban figure at its own threshold. Rice can be drawn area-honestly
figures/README_fragments.md,339,"Paddy rice across the four provinces, 2018",0.35,cited,in a draft's own exemption list,"discussion: posterior error correlation, distinct sector",The two cannot share a threshold: single-season rice area-matches at 0.35 and
figures/README_fragments.md,340,"Paddy rice across the four provinces, 2018",0.17,neither,no resolver and no exemption,,"double-season at 0.17, because double-season paddy is 5.3 percent of the rice"
figures/README_fragments.md,340,"Paddy rice across the four provinces, 2018",5.3,neither,no resolver and no exemption,,"double-season at 0.17, because double-season paddy is 5.3 percent of the rice"
figures/README_fragments.md,343,"Paddy rice across the four provinces, 2018","1,191",self_evident,describes the drawing,,"that the double-season colour covers 1,191 km2 of a true"
figures/README_fragments.md,344,"Paddy rice across the four provinces, 2018","2,677",measured,inline resolver,rice.double_km2,"2,677<!--#rice.double_km2-->. Panel (b) carries the areas."
figures/README_fragments.md,348,"Paddy rice across the four provinces, 2018","1,890",measured,inline resolver,rice.double_anhui_km2,"1,890<!--#rice.double_anhui_km2--> km2 in Anhui and"
figures/README_fragments.md,349,"Paddy rice across the four provinces, 2018",788,measured,inline resolver,rice.double_zhejiang_km2,"788<!--#rice.double_zhejiang_km2--> km2 in Zhejiang, against none in Jiangsu"
figures/README_fragments.md,353,"Paddy rice across the four provinces, 2018",0,neither,no resolver and no exemption,,rasters declare no nodata and their 0 means both real non-rice land and ground
figures/README_fragments.md,356,"Paddy rice across the four provinces, 2018",33.3462,unresolved,"in an artefact, no resolver","the Anhui raster bound, exempted in the methods note","does not cover at all, and the part of Anhui north of 33.3462 north and west of"
figures/README_fragments.md,357,"Paddy rice across the four provinces, 2018",115.2682,neither,no resolver and no exemption,,115.2682 east. That northern boundary is a processing artefact and not an
figures/README_fragments.md,359,"Paddy rice across the four provinces, 2018",22,neither,no resolver and no exemption,,"terminate classification within 22 m of the same latitude, and GloRice puts"
figures/README_fragments.md,360,"Paddy rice across the four provinces, 2018",320,neither,no resolver and no exemption,,about 320 km2 of rice in the region — so drawing it as ordinary non-rice land
figures/README_fragments.md,364,"Paddy rice across the four provinces, 2018",0.861,measured,inline resolver,rice.anhui_coverage,committed totals record the assessed area at 0.861<!--#rice.anhui_coverage-->
figures/README_fragments.md,365,"Paddy rice across the four provinces, 2018",0.2,neither,no resolver and no exemption,,of the Anhui polygon and within 0.2 percent of the polygon for the other three.
figures/README_fragments.md,370,"Paddy rice across the four provinces, 2018",86,neither,no resolver and no exemption,,86 percent of it the product classified. The comparison the panel is for is
figures/README_fragments.md,371,"Paddy rice across the four provinces, 2018",50.9,measured,inline resolver,urban.share_shanghai_percent,this: Shanghai is 50.9<!--#urban.share_shanghai_percent--> percent impervious
figures/README_fragments.md,372,"Paddy rice across the four provinces, 2018",11.0,measured,inline resolver,rice.share_shanghai_percent,"and 11.0<!--#rice.share_shanghai_percent--> percent rice, while Jiangsu is"
figures/README_fragments.md,373,"Paddy rice across the four provinces, 2018",22.8,measured,inline resolver,urban.share_jiangsu_percent,22.8<!--#urban.share_jiangsu_percent--> percent impervious and
figures/README_fragments.md,374,"Paddy rice across the four provinces, 2018",21.8,measured,inline resolver,rice.share_jiangsu_percent,21.8<!--#rice.share_jiangsu_percent--> percent rice. Impervious areas are
figures/README_fragments.md,376,"Paddy rice across the four provinces, 2018",2018,self_evident,year as a date,,fifth less in 2018 and the urban change figure draws that disagreement out.
figures/README_fragments.md,391,Observed methane against the fields four models produce,7.1,self_evident,cross-reference address,,figure is about the distance between them; `ERRATA.md` 7.1 records that land
figures/README_fragments.md,399,Observed methane against the fields four models produce,-0.008,measured,inline resolver,baseline.constant_r2,reaches held-out R squared -0.008<!--#baseline.constant_r2-->. Panel (b) is
figures/README_fragments.md,401,Observed methane against the fields four models produce,0.085,measured,inline resolver,baseline.impervious_r2,0.085<!--#baseline.impervious_r2--> and an RMSE of
figures/README_fragments.md,402,Observed methane against the fields four models produce,14.21,measured,inline resolver,baseline.impervious_rmse,14.21<!--#baseline.impervious_rmse--> ppb; its cloud is a thickened version
figures/README_fragments.md,405,Observed methane against the fields four models produce,0.332,measured,inline resolver,baseline.null_r2,"nothing about the surface, at 0.332<!--#baseline.null_r2-->. Panel (d) is wind,"
figures/README_fragments.md,406,Observed methane against the fields four models produce,0.653,measured,inline resolver,baseline.wind_r2,"at 0.653<!--#baseline.wind_r2-->, and it is a reference and not an"
figures/README_fragments.md,407,Observed methane against the fields four models produce,7.4,self_evident,cross-reference address,,explanation: `ERRATA.md` 7.4 records that the wind association is not
figures/README_fragments.md,409,Observed methane against the fields four models produce,228,neither,no resolver and no exemption,,was observed on and those differ across cells by up to 228 days.
figures/README_fragments.md,412,Observed methane against the fields four models produce,106,measured,inline resolver,baseline.observed_span_ppb,106<!--#baseline.observed_span_ppb--> ppb across the 926 cells. The field
figures/README_fragments.md,412,Observed methane against the fields four models produce,926,self_evident,study box or lattice shape,,106<!--#baseline.observed_span_ppb--> ppb across the 926 cells. The field
figures/README_fragments.md,413,Observed methane against the fields four models produce,43,measured,inline resolver,baseline.impervious_span_ppb,"impervious fraction produces spans 43<!--#baseline.impervious_span_ppb-->, the"
figures/README_fragments.md,414,Observed methane against the fields four models produce,67,measured,inline resolver,baseline.null_span_ppb,"spatial null's spans 67<!--#baseline.null_span_ppb-->, and the constant's spans"
figures/README_fragments.md,415,Observed methane against the fields four models produce,1.4,measured,inline resolver,baseline.constant_span_ppb,"1.4<!--#baseline.constant_span_ppb-->, which is five folds each predicting"
figures/README_fragments.md,421,Observed methane against the fields four models produce,0.685,measured,inline resolver,baseline.null_in_sample_r2,spatial null's in-sample R squared is 0.685<!--#baseline.null_in_sample_r2-->
figures/README_fragments.md,422,Observed methane against the fields four models produce,0.332,measured,inline resolver,baseline.null_r2,"against its held-out 0.332<!--#baseline.null_r2-->, so a figure drawing fitted"
figures/README_fragments.md,427,Observed methane against the fields four models produce,1,measured,inline resolver,composite.min_soundings,1<!--#composite.min_soundings--> and 410<!--#composite.max_soundings-->
figures/README_fragments.md,427,Observed methane against the fields four models produce,410,measured,inline resolver,composite.max_soundings,1<!--#composite.min_soundings--> and 410<!--#composite.max_soundings-->
figures/README_fragments.md,436,Observed methane against the fields four models produce,-0.091,unresolved,"equals a resolver's value, written unmarked",suite.null_operational_pu,"neighbour, so the null falls to -0.091, which still beats the constant's -0.172"
figures/README_fragments.md,436,Observed methane against the fields four models produce,-0.172,neither,no resolver and no exemption,,"neighbour, so the null falls to -0.091, which still beats the constant's -0.172"
figures/README_fragments.md,439,Observed methane against the fields four models produce,926,measured,inline resolver,composite.covered_cells,All four models run on the 926<!--#composite.covered_cells--> cells that carry
figures/README_fragments.md,440,Observed methane against the fields four models produce,531,unresolved,"equals a resolver's value, written unmarked",grid.rice_rows,a methane value. The rice models are absent because they run on 531 cells and
figures/README_fragments.md,445,Observed methane against the fields four models produce,-0.031,measured,inline resolver,baseline.rice_alone_r2,"-0.031<!--#baseline.rice_alone_r2-->, impervious on that same sample reaches"
figures/README_fragments.md,446,Observed methane against the fields four models produce,0.018,measured,inline resolver,baseline.impervious_rice_sample_r2,"0.018<!--#baseline.impervious_rice_sample_r2-->, and adding rice to impervious"
figures/README_fragments.md,447,Observed methane against the fields four models produce,0.017,measured,inline resolver,baseline.rice_plus_impervious_r2,"moves it to 0.017<!--#baseline.rice_plus_impervious_r2-->, which is down rather"
figures/README_fragments.md,460,"The field a land-cover model produces, and what is left over",2018,self_evident,describes the drawing,,"![The observed 2018 methane field, the held-out field an OLS fit on impervious fraction produces on one shared colour scale, and the difference betwee"
figures/README_fragments.md,466,"The field a land-cover model produces, and what is left over",7.1,self_evident,cross-reference address,,distance between them can be read cell by cell; `ERRATA.md` 7.1 records that
figures/README_fragments.md,468,"The field a land-cover model produces, and what is left over",1.1,self_evident,cross-reference address,,"demonstration of that. `ERRATA.md` 1.1 records that the thesis's Figure 4.7,"
figures/README_fragments.md,468,"The field a land-cover model produces, and what is left over",4.7,self_evident,inside a code span,,"demonstration of that. `ERRATA.md` 1.1 records that the thesis's Figure 4.7,"
figures/README_fragments.md,469,"The field a land-cover model produces, and what is left over",4.5,self_evident,structural context,,"captioned as this comparison, was the same embedded image as Figure 4.5(a), so"
figures/README_fragments.md,473,"The field a land-cover model produces, and what is left over",1840,measured,inline resolver,residual.scale_low_ppb,"1840<!--#residual.scale_low_ppb--> to 1947<!--#residual.scale_high_ppb--> ppb,"
figures/README_fragments.md,473,"The field a land-cover model produces, and what is left over",1947,measured,inline resolver,residual.scale_high_ppb,"1840<!--#residual.scale_low_ppb--> to 1947<!--#residual.scale_high_ppb--> ppb,"
figures/README_fragments.md,475,"The field a land-cover model produces, and what is left over",106,measured,inline resolver,baseline.observed_span_ppb,observed field spans 106<!--#baseline.observed_span_ppb--> ppb and the field
figures/README_fragments.md,476,"The field a land-cover model produces, and what is left over",43,measured,inline resolver,baseline.impervious_span_ppb,"the model produces spans 43<!--#baseline.impervious_span_ppb-->, four tenths as"
figures/README_fragments.md,484,"The field a land-cover model produces, and what is left over",45,measured,inline resolver,residual.scale_limit_ppb,45<!--#residual.scale_limit_ppb--> ppb with arrow caps;
figures/README_fragments.md,485,"The field a land-cover model produces, and what is left over",4,measured,inline resolver,residual.clipped_cells,4<!--#residual.clipped_cells--> of the 926<!--#residual.observed_cells--> cells
figures/README_fragments.md,485,"The field a land-cover model produces, and what is left over",926,measured,inline resolver,residual.observed_cells,4<!--#residual.clipped_cells--> of the 926<!--#residual.observed_cells--> cells
figures/README_fragments.md,487,"The field a land-cover model produces, and what is left over",-48,measured,inline resolver,residual.residual_low_ppb,-48<!--#residual.residual_low_ppb--> to
figures/README_fragments.md,488,"The field a land-cover model produces, and what is left over",60,measured,inline resolver,residual.residual_high_ppb,60<!--#residual.residual_high_ppb--> ppb with a standard deviation of
figures/README_fragments.md,489,"The field a land-cover model produces, and what is left over",14.2,measured,inline resolver,residual.residual_sd_ppb,14.2<!--#residual.residual_sd_ppb-->. The structure in it is the point:
figures/README_fragments.md,491,"The field a land-cover model produces, and what is left over",0.646,measured,inline resolver,residual.residual_moran,"0.646<!--#residual.residual_moran-->, against"
figures/README_fragments.md,492,"The field a land-cover model produces, and what is left over",0.709,measured,inline resolver,residual.observed_moran,"0.709<!--#residual.observed_moran--> for the observed field, so the fit removes"
figures/README_fragments.md,493,"The field a land-cover model produces, and what is left over",8.8,measured,inline resolver,residual.moran_removed_percent,8.8<!--#residual.moran_removed_percent--> percent of the observed field's
figures/README_fragments.md,495,"The field a land-cover model produces, and what is left over",0.25,self_evident,grid resolution,,"among observed cells on the 0.25 degree analysis lattice, row standardised,"
figures/README_fragments.md,496,"The field a land-cover model produces, and what is left over",6.2,self_evident,cross-reference address,,"self excluded, with no distance decay**, stated because `ERRATA.md` 6.2 records"
figures/README_fragments.md,499,"The field a land-cover model produces, and what is left over",1,measured,inline resolver,residual.isolated_cells,1<!--#residual.isolated_cells--> cell has no observed queen neighbour and is
figures/README_fragments.md,501,"The field a land-cover model produces, and what is left over",999,measured,inline resolver,residual.permutations,at its floor of 0.001 over 999<!--#residual.permutations--> permutations of the
figures/README_fragments.md,501,"The field a land-cover model produces, and what is left over",0.001,self_evident,label or pair beside a marked number,,at its floor of 0.001 over 999<!--#residual.permutations--> permutations of the
figures/README_fragments.md,508,"The field a land-cover model produces, and what is left over",531,unresolved,"equals a resolver's value, written unmarked",grid.rice_rows,alone rather than impervious with rice: rice exists for only 531 of the
figures/README_fragments.md,509,"The field a land-cover model produces, and what is left over",926,measured,inline resolver,residual.observed_cells,"926<!--#residual.observed_cells--> cells, so a two-covariate field would be"
figures/README_fragments.md,510,"The field a land-cover model produces, and what is left over",395,unresolved,"equals a resolver's value, written unmarked",grid.rows_without_rice,blank over 395 more of them and this figure would carry two kinds of absence in
figures/README_fragments.md,513,"The field a land-cover model produces, and what is left over",97,measured,inline resolver,residual.absent_cells,97<!--#residual.absent_cells--> cells received no qualifying sounding and are
figures/README_fragments.md,519,"The field a land-cover model produces, and what is left over",97,self_evident,study box or lattice shape,,would draw the model's 97 best cells exactly where it has no cells at all. The
figures/README_fragments.md,520,"The field a land-cover model produces, and what is left over",0.17,self_evident,describes the drawing,,scale's centre is held 0.17 clear of the absence tone in luminance for the same
figures/README_fragments.md,531,"The field a land-cover model produces, and what is left over",15,cited,in a draft's own exemption list,"introduction: fifteen Tg, the inventory gap",least 15 CIE76 units apart everywhere beyond a tenth of the scale.
figures/README_fragments.md,541,"What the repository does, from source to result",5807,self_evident,cross-reference address,,"![An ISO 5807 flowchart of the reproduction pipeline: five obtained sources and one committed reference layer through a manifest check, two aggregatio"
figures/README_fragments.md,544,"What the repository does, from source to result",25,measured,inline resolver,pipeline.nodes,different system.** Four of the 25<!--#pipeline.nodes--> boxes here are
figures/README_fragments.md,549,"What the repository does, from source to result",0.80,unresolved,"equals a resolver's value, written unmarked",urban.gisa_over_gaia_2018,script will not write when a province's assessed area falls outside 0.80 to
figures/README_fragments.md,550,"What the repository does, from source to result",1.02,self_evident,describes the drawing,,1.02 of its polygon. The exporter will not write a figure below 300 dpi or 8 cm
figures/README_fragments.md,550,"What the repository does, from source to result",300,self_evident,describes the drawing,,1.02 of its polygon. The exporter will not write a figure below 300 dpi or 8 cm
figures/README_fragments.md,550,"What the repository does, from source to result",8,self_evident,describes the drawing,,1.02 of its polygon. The exporter will not write a figure below 300 dpi or 8 cm
figures/README_fragments.md,555,"What the repository does, from source to result",5,measured,inline resolver,pipeline.fetch_routes,"downloads over four platforms — 5<!--#pipeline.fetch_routes--> parallelograms,"
figures/README_fragments.md,559,"What the repository does, from source to result",74,measured,inline resolver,pipeline.recipes,"74<!--#pipeline.recipes--> registered regeneration recipes,"
figures/README_fragments.md,560,"What the repository does, from source to result",41,measured,inline resolver,pipeline.recipes_committed,41<!--#pipeline.recipes_committed--> rebuild their artefact from what a fresh
figures/README_fragments.md,561,"What the repository does, from source to result",22,measured,inline resolver,pipeline.recipes_local,"clone holds, 22<!--#pipeline.recipes_local--> need a fetched input and"
figures/README_fragments.md,562,"What the repository does, from source to result",10,measured,inline resolver,pipeline.recipes_network,10<!--#pipeline.recipes_network--> need a network run.
figures/README_fragments.md,566,"What the repository does, from source to result",23.4,self_evident,describes the drawing,,"frame the chart is eleven rows and 23.4 cm tall at this width, which is the"
figures/README_fragments.md,569,"What the repository does, from source to result",5807,self_evident,cross-reference address,,"Symbols are ISO 5807:1985's, drawn from the"
figures/README_fragments.md,569,"What the repository does, from source to result",1985,self_evident,describes the drawing,,"Symbols are ISO 5807:1985's, drawn from the"
figures/README_fragments.md,570,"What the repository does, from source to result",12,measured,inline resolver,pipeline.shapes_declared,"12<!--#pipeline.shapes_declared--> declared in `src/figures/diagram.py`, of"
figures/README_fragments.md,571,"What the repository does, from source to result",7,measured,inline resolver,pipeline.shapes_drawn,which this figure uses 7<!--#pipeline.shapes_drawn-->. That module is to shapes
figures/README_fragments.md,577,"What the repository does, from source to result",2020,self_evident,year as a date,,"Chaudhuri's (2020), and `notes/references.md` records the provenance chain and"
figures/README_fragments.md,583,"What the repository does, from source to result",30,measured,inline resolver,pipeline.paths_named,the repository paths it stands for — 30<!--#pipeline.paths_named--> of them —
figures/README_fragments.md,589,"What the repository does, from source to result",2023,self_evident,year as a date,,**This is not a redrawing of the 2023 thesis's Figure 3.1.** That figure is a
figures/README_fragments.md,589,"What the repository does, from source to result",3.1,self_evident,structural context,,**This is not a redrawing of the 2023 thesis's Figure 3.1.** That figure is a
figures/README_fragments.md,590,"What the repository does, from source to result",4.1,self_evident,cross-reference address,,"DeepLabv3+ architecture, and `ERRATA.md` 4.1 records that Section 3.3 describes"
figures/README_fragments.md,590,"What the repository does, from source to result",3.3,self_evident,inside a code span,,"DeepLabv3+ architecture, and `ERRATA.md` 4.1 records that Section 3.3 describes"
figures/README_fragments.md,592,"What the repository does, from source to result",3.3,neither,no resolver and no exemption,,3.3 records that the backbone was randomly initialised and then frozen. It
figures/README_fragments.md,611,What the reproduction found about each part of the study,15,measured,inline resolver,reproduction.errata_cited,15<!--#reproduction.errata_cited--> of those
figures/README_fragments.md,612,What the reproduction found about each part of the study,28,measured,inline resolver,reproduction.errata_sections,"28<!--#reproduction.errata_sections--> sections, drawn from all"
figures/README_fragments.md,613,What the reproduction found about each part of the study,7,measured,inline resolver,reproduction.errata_chapters,"7<!--#reproduction.errata_chapters--> of them, in one frame."
figures/README_fragments.md,616,What the reproduction found about each part of the study,11,measured,inline resolver,reproduction.stages,11<!--#reproduction.stages--> stages of the scientific process and columns are
figures/README_fragments.md,618,What the reproduction found about each part of the study,2019,self_evident,year as a date,,"reproducibility and replicability (2019, `10.1038/s41562-019-0629-z`). Because"
figures/README_fragments.md,618,What the reproduction found about each part of the study,10.1038,self_evident,inside a code span,,"reproducibility and replicability (2019, `10.1038/s41562-019-0629-z`). Because"
figures/README_fragments.md,625,What the reproduction found about each part of the study,4,measured,inline resolver,reproduction.source_states,*A fifth state.* The source declares 4<!--#reproduction.source_states-->:
figures/README_fragments.md,626,What the reproduction found about each part of the study,3.5,self_evident,cross-reference address,,"observed, different, unobserved and incorrect. `ERRATA.md` 3.5 is none of them."
figures/README_fragments.md,627,What the reproduction found about each part of the study,22,neither,no resolver and no exemption,,Every execution count in the committed notebook is null while 22 cells retain
figures/README_fragments.md,638,What the reproduction found about each part of the study,2,measured,inline resolver,reproduction.columns,"this figure has 2<!--#reproduction.columns-->, because there is one study and"
figures/README_fragments.md,646,What the reproduction found about each part of the study,4,measured,inline resolver,reproduction.intact,it is signal. 4<!--#reproduction.intact--> of the 11 stages are unchanged in
figures/README_fragments.md,646,What the reproduction found about each part of the study,11,self_evident,label or pair beside a marked number,,it is signal. 4<!--#reproduction.intact--> of the 11 stages are unchanged in
figures/README_fragments.md,647,What the reproduction found about each part of the study,5,measured,inline resolver,reproduction.original_observed,both columns and 5<!--#reproduction.original_observed--> of the eleven cells in
figures/README_fragments.md,648,What the reproduction found about each part of the study,2023,self_evident,year as a date,,the 2023 column are unchanged; drawing them faintly would produce the page of
figures/README_fragments.md,653,What the reproduction found about each part of the study,0.15,self_evident,describes the drawing,,"either. Five states would need five tones separating by 0.15 in luminance, and"
figures/README_fragments.md,658,What the reproduction found about each part of the study,255,neither,no resolver and no exemption,,"therefore return the same image to within one level of 255, which is the"
figures/README_fragments.md,664,What the reproduction found about each part of the study,2025,self_evident,year as a date,,"Desai, Abdelhamid and Padalkar (2025, `10.1002/aaai.70004`): dependent"
figures/README_fragments.md,664,What the reproduction found about each part of the study,10.1002,self_evident,inside a code span,,"Desai, Abdelhamid and Padalkar (2025, `10.1002/aaai.70004`): dependent"
figures/README_fragments.md,668,What the reproduction found about each part of the study,1,self_evident,structural context,,"neither was built with the other in mind — sections 1 to 6 read the thesis PDF,"
figures/README_fragments.md,668,What the reproduction found about each part of the study,6,self_evident,structural context,,"neither was built with the other in mind — sections 1 to 6 read the thesis PDF,"
figures/README_fragments.md,669,What the reproduction found about each part of the study,7,self_evident,structural context,,"the committed notebook and the repository's history, and section 7 rebuilds the"
figures/README_fragments.md,670,What the reproduction found about each part of the study,2,neither,no resolver and no exemption,,composite from Level 2 granules and runs the baselines.
figures/README_fragments.md,671,What the reproduction found about each part of the study,4,measured,inline resolver,reproduction.dependent_rows,4<!--#reproduction.dependent_rows--> rows are dependent alone and
figures/README_fragments.md,672,What the reproduction found about each part of the study,2,measured,inline resolver,reproduction.both_rows,2<!--#reproduction.both_rows--> are both. One case sits on the boundary and is
figures/README_fragments.md,673,What the reproduction found about each part of the study,7.5,neither,no resolver and no exemption,,"marked as such: 7.5 recomputes the provincial urban areas from the same product,"
figures/README_fragments.md,678,What the reproduction found about each part of the study,2018,self_evident,year as a date,,read as one.** The 2018 urban extent reproduces from the same product to within
figures/README_fragments.md,679,What the reproduction found about each part of the study,0.8,neither,no resolver and no exemption,,"0.8 percent; the 2000 extent does not, because GAIA stores the year each pixel"
figures/README_fragments.md,679,What the reproduction found about each part of the study,2000,self_evident,year as a date,,"0.8 percent; the 2000 extent does not, because GAIA stores the year each pixel"
figures/README_fragments.md,680,What the reproduction found about each part of the study,2023,self_evident,year as a date,,first became impervious and a reprocessing re-dates it. So the 2023 numbers were
figures/README_fragments.md,687,What the reproduction found about each part of the study,2023,self_evident,year as a date,,Nothing here depicts the 2023 thesis's Figure 3.1. Where a word like *backbone*
figures/README_fragments.md,687,What the reproduction found about each part of the study,3.1,self_evident,structural context,,Nothing here depicts the 2023 thesis's Figure 3.1. Where a word like *backbone*
figures/README_fragments.md,688,What the reproduction found about each part of the study,3.3,self_evident,cross-reference address,,"appears it is a finding about the original, citing `ERRATA.md` 3.3, and never a"
figures/README_fragments.md,709,Why the urban association cannot be attributed,0.761,measured,inline resolver,collinear.collinearity,"+0.761<!--#collinear.collinearity--> over 926<!--#collinear.cells--> cells,"
figures/README_fragments.md,709,Why the urban association cannot be attributed,926,measured,inline resolver,collinear.cells,"+0.761<!--#collinear.collinearity--> over 926<!--#collinear.cells--> cells,"
figures/README_fragments.md,712,Why the urban association cannot be attributed,0.700,measured,inline resolver,collinear.methane_albedo,at Pearson +0.700<!--#collinear.methane_albedo--> on the bias-corrected field
figures/README_fragments.md,713,Why the urban association cannot be attributed,0.737,measured,inline resolver,collinear.methane_albedo_raw,and +0.737<!--#collinear.methane_albedo_raw--> on the raw one. That is a
figures/README_fragments.md,716,Why the urban association cannot be attributed,2.1,measured,inline resolver,collinear.reduction_percent,"2.1<!--#collinear.reduction_percent--> percent of the fitted slope unweighted,"
figures/README_fragments.md,717,Why the urban association cannot be attributed,203.9,measured,inline resolver,albedo.slope_raw,from 203.9<!--#albedo.slope_raw--> to 199.7<!--#albedo.slope_corrected--> ppb
figures/README_fragments.md,717,Why the urban association cannot be attributed,199.7,measured,inline resolver,albedo.slope_corrected,from 203.9<!--#albedo.slope_raw--> to 199.7<!--#albedo.slope_corrected--> ppb
figures/README_fragments.md,719,Why the urban association cannot be attributed,0.345,measured,inline resolver,collinear.zero_order,"+0.345<!--#collinear.zero_order-->, and the same association with albedo"
figures/README_fragments.md,720,Why the urban association cannot be attributed,0.021,measured,inline resolver,collinear.partial,"removed from both variables, +0.021<!--#collinear.partial--> at p"
figures/README_fragments.md,721,Why the urban association cannot be attributed,0.53,measured,inline resolver,collinear.partial_p,"0.53<!--#collinear.partial_p-->. That p-value, like every other in this"
figures/README_fragments.md,722,Why the urban association cannot be attributed,926,self_evident,study box or lattice shape,,"caption, is nominal: it treats 926 lattice cells as 926 independent"
figures/README_fragments.md,722,Why the urban association cannot be attributed,926,self_evident,study box or lattice shape,,"caption, is nominal: it treats 926 lattice cells as 926 independent"
figures/README_fragments.md,724,Why the urban association cannot be attributed,0.53,unresolved,"equals a resolver's value, written unmarked",collinear.partial_p,"test beside it, and for this partial the correction moves p from 0.53 to 0.87 —"
figures/README_fragments.md,724,Why the urban association cannot be attributed,0.87,cited,in a draft's own exemption list,"discussion: posterior error correlation, shared surface, upper","test beside it, and for this partial the correction moves p from 0.53 to 0.87 —"
figures/README_fragments.md,732,Why the urban association cannot be attributed,0.76,unresolved,"equals a resolver's value, written unmarked",collinear.collinearity,so on its own face. At Spearman +0.76 there is not enough independent variation
figures/README_fragments.md,735,Why the urban association cannot be attributed,7.4,self_evident,cross-reference address,,for albedo over-controls by an unknown amount. `ERRATA.md` 7.4 states this
figures/README_fragments.md,741,Why the urban association cannot be attributed,0.440,measured,inline resolver,collinear.zero_order_raw,+0.440<!--#collinear.zero_order_raw--> to
figures/README_fragments.md,742,Why the urban association cannot be attributed,0.151,measured,inline resolver,collinear.partial_raw,"+0.151<!--#collinear.partial_raw-->, and the raw retrieval is the field"
figures/README_fragments.md,744,Why the urban association cannot be attributed,4.0e-06,neither,no resolver and no exemption,,the nominal p-value of 4.0e-06 suggested**: corrected for spatial dependence it
figures/README_fragments.md,745,Why the urban association cannot be attributed,0.040,neither,no resolver and no exemption,,"is p 0.040, still below 0.05 and no longer by a margin, and its weighted"
figures/README_fragments.md,745,Why the urban association cannot be attributed,0.05,cited,in a draft's own exemption list,methods: published albedo floor,"is p 0.040, still below 0.05 and no longer by a margin, and its weighted"
figures/README_fragments.md,746,Why the urban association cannot be attributed,0.125,unresolved,"equals a resolver's value, written unmarked",collinear.partial_raw_weighted,counterpart at +0.125 falls from p 1.3e-04 to p 0.094 and does not survive at
figures/README_fragments.md,746,Why the urban association cannot be attributed,1.3e-04,neither,no resolver and no exemption,,counterpart at +0.125 falls from p 1.3e-04 to p 0.094 and does not survive at
figures/README_fragments.md,746,Why the urban association cannot be attributed,0.094,neither,no resolver and no exemption,,counterpart at +0.125 falls from p 1.3e-04 to p 0.094 and does not survive at
figures/README_fragments.md,753,Why the urban association cannot be attributed,1,measured,inline resolver,composite.min_soundings,over 1<!--#composite.min_soundings--> to 410<!--#composite.max_soundings-->
figures/README_fragments.md,753,Why the urban association cannot be attributed,410,measured,inline resolver,composite.max_soundings,over 1<!--#composite.min_soundings--> to 410<!--#composite.max_soundings-->
figures/README_fragments.md,757,Why the urban association cannot be attributed,0.607,measured,inline resolver,collinear.collinearity_weighted,"to +0.607<!--#collinear.collinearity_weighted-->, the zero-order association to"
figures/README_fragments.md,758,Why the urban association cannot be attributed,0.212,measured,inline resolver,collinear.zero_order_weighted,"+0.212<!--#collinear.zero_order_weighted-->, and the partial to"
figures/README_fragments.md,759,Why the urban association cannot be attributed,0.032,measured,inline resolver,collinear.partial_weighted,+0.032<!--#collinear.partial_weighted--> at p
figures/README_fragments.md,760,Why the urban association cannot be attributed,0.32,measured,inline resolver,collinear.partial_weighted_p,0.32<!--#collinear.partial_weighted_p--> on the corrected field and
figures/README_fragments.md,761,Why the urban association cannot be attributed,0.125,measured,inline resolver,collinear.partial_raw_weighted,+0.125<!--#collinear.partial_raw_weighted--> on the raw. The weighted
figures/README_fragments.md,763,Why the urban association cannot be attributed,31.3,measured,inline resolver,collinear.reduction_weighted_percent,31.3<!--#collinear.reduction_weighted_percent--> percent against 2.1.
figures/README_fragments.md,763,Why the urban association cannot be attributed,2.1,neither,no resolver and no exemption,,31.3<!--#collinear.reduction_weighted_percent--> percent against 2.1.
figures/README_fragments.md,770,Why the urban association cannot be attributed,166,measured,inline resolver,collinear.negative_cells,166<!--#collinear.negative_cells--> of the cells carry a negative annual mean
figures/README_fragments.md,771,Why the urban association cannot be attributed,18,measured,inline resolver,collinear.negative_percent,"SWIR albedo, 18<!--#collinear.negative_percent--> percent of the grid, and a"
figures/README_fragments.md,794,Why the urban association cannot be attributed,500,self_evident,swept buffer radius,,predicts the withheld cell. At zero radius it is ordinary leave-one-out; at 500
figures/README_fragments.md,801,Why the urban association cannot be attributed,-0.002,measured,inline resolver,loo.constant_0km_raw,falls from -0.002<!--#loo.constant_0km_raw--> at no buffer to
figures/README_fragments.md,802,Why the urban association cannot be attributed,-0.407,measured,inline resolver,loo.constant_500km_raw,-0.407<!--#loo.constant_500km_raw--> at 500 km: the training mean drifts away
